-=-=-=-=-=-=-=-==-=-=-=-==-=-=-=-=-=-==-=-=-=-分词
了|2|0.03571428571428571
排|1|0.017857142857142856
迅速|1|0.017857142857142856
至|1|0.017857142857142856
null|4|0.07142857142857142
进度|1|0.017857142857142856
晚辈|1|0.017857142857142856
着|1|0.017857142857142856
风|1|0.017857142857142856
浪|1|0.017857142857142856
手|1|0.017857142857142856
下|1|0.017857142857142856
忙|1|0.017857142857142856
写|2|0.03571428571428571
北京|1|0.017857142857142856
去|2|0.03571428571428571
连夜|1|0.017857142857142856
制|1|0.017857142857142856
图|1|0.017857142857142856
付|1|0.017857142857142856
人|1|0.017857142857142856
得|1|0.017857142857142856
不会|1|0.017857142857142856
在|1|0.017857142857142856
次|1|0.017857142857142856
几十|1|0.017857142857142856
乡下|1|0.017857142857142856
回来|1|0.017857142857142856
出版社|1|0.017857142857142856
印|1|0.017857142857142856
回家|1|0.017857142857142856
团圆饭|1|0.017857142857142856
为|1|0.017857142857142856
时间|1|0.017857142857142856
专程|1|0.017857142857142856
侨胞|1|0.017857142857142856
点|1|0.017857142857142856
立即|1|0.017857142857142856
买|1|0.017857142857142856
要求|1|0.017857142857142856
工|1|0.017857142857142856
乘|1|0.017857142857142856
柳铁|1|0.017857142857142856
运|1|0.017857142857142856
脚伤|1|0.017857142857142856
上来|1|0.017857142857142856
队|1|0.017857142857142856
猛|1|0.017857142857142856
的|1|0.017857142857142856
夜|1|0.017857142857142856
往回|1|0.017857142857142856
呢|1|0.017857142857142856
老伴|1|0.017857142857142856
过来|1|0.017857142857142856
--------------------------------------------
其|1|0.017857142857142856
出|10|0.17857142857142858
或|1|0.017857142857142856
毛驴|1|0.017857142857142856
被|4|0.07142857142857142
下|2|0.03571428571428571
彻底|1|0.017857142857142856
鞭子|1|0.017857142857142856
着|1|0.017857142857142856
熏|1|0.017857142857142856
蚊子|1|0.017857142857142856
公安人员|1|0.017857142857142856
他|1|0.017857142857142856
null|1|0.017857142857142856
鸭子|1|0.017857142857142856
了|1|0.017857142857142856
人|1|0.017857142857142856
列强|1|0.017857142857142856
羿|1|0.017857142857142856
猪|1|0.017857142857142856
羊|1|0.017857142857142856
高地|1|0.017857142857142856
占领者|1|0.017857142857142856
--------------------------------------------
故意|1|0.017857142857142856
饭|1|0.017857142857142856
千年|1|0.017857142857142856
在|6|0.10714285714285714
null|4|0.07142857142857142
种|1|0.017857142857142856
必须|1|0.017857142857142856
多|1|0.017857142857142856
-=-=-=-=-=-=-=-==-=-=-=-==-=-=-=-=-=-==-=-=-=-三层
Kd05|2|0.03571428571428571
Id08|1|0.017857142857142856
Eb23|1|0.017857142857142856
Hj63|5|0.08928571428571429
null|8|0.14285714285714285
Dn01|1|0.017857142857142856
Ai03|1|0.017857142857142856
Da23|1|0.017857142857142856
Bf02|1|0.017857142857142856
Bg02|1|0.017857142857142856
Bk08|1|0.017857142857142856
Cb03|1|0.017857142857142856
Ef06|1|0.017857142857142856
Hg16|2|0.03571428571428571
Di03|1|0.017857142857142856
Ca29|2|0.03571428571428571
Di09|1|0.017857142857142856
Dk18|1|0.017857142857142856
He10|1|0.017857142857142856
Aa01|1|0.017857142857142856
Je12|1|0.017857142857142856
Gc02|1|0.017857142857142856
Kb01|1|0.017857142857142856
Dd07|2|0.03571428571428571
Cb25|1|0.017857142857142856
Hf07|2|0.03571428571428571
Dm07|1|0.017857142857142856
Hd13|1|0.017857142857142856
Kb05|1|0.017857142857142856
Ca03|1|0.017857142857142856
Ka20|1|0.017857142857142856
Ad01|1|0.017857142857142856
Cb23|1|0.017857142857142856
Ka08|1|0.017857142857142856
He03|1|0.017857142857142856
Gb04|1|0.017857142857142856
Ed09|1|0.017857142857142856
Hf02|1|0.017857142857142856
Hf05|1|0.017857142857142856
Hj62|1|0.017857142857142856
Ed15|1|0.017857142857142856
Kd01|1|0.017857142857142856
Kd03|1|0.017857142857142856
Ah08|1|0.017857142857142856
--------------------------------------------
Ed61|1|0.017857142857142856
Hj64|10|0.17857142857142858
Kc01|1|0.017857142857142856
Bi06|2|0.03571428571428571
Kb05|4|0.07142857142857142
Cb03|2|0.03571428571428571
Ka06|1|0.017857142857142856
Bo26|1|0.017857142857142856
Da23|1|0.017857142857142856
Hj44|1|0.017857142857142856
Bi22|1|0.017857142857142856
Ae12|1|0.017857142857142856
Aa04|1|0.017857142857142856
null|3|0.05357142857142857
Bi13|1|0.017857142857142856
Kd05|1|0.017857142857142856
Aa01|1|0.017857142857142856
Dd15|1|0.017857142857142856
Bi07|1|0.017857142857142856
Da21|1|0.017857142857142856
--------------------------------------------
Ka20|1|0.017857142857142856
Br04|1|0.017857142857142856
null|5|0.08928571428571429
Kb01|6|0.10714285714285714
Dd06|1|0.017857142857142856
Gc03|1|0.017857142857142856
Eb01|1|0.017857142857142856
-=-=-=-=-=-=-=-==-=-=-=-==-=-=-=-=-=-==-=-=-=-单层
K|8|0.14285714285714285
I|1|0.017857142857142856
E|4|0.07142857142857142
H|15|0.26785714285714285
null|8|0.14285714285714285
D|8|0.14285714285714285
A|4|0.07142857142857142
B|3|0.05357142857142857
C|6|0.10714285714285714
J|1|0.017857142857142856
G|2|0.03571428571428571
--------------------------------------------
E|1|0.017857142857142856
H|11|0.19642857142857142
K|7|0.125
B|6|0.10714285714285714
C|2|0.03571428571428571
D|3|0.05357142857142857
A|3|0.05357142857142857
null|3|0.05357142857142857
--------------------------------------------
K|7|0.125
B|1|0.017857142857142856
null|5|0.08928571428571429
D|1|0.017857142857142856
G|1|0.017857142857142856
E|1|0.017857142857142856
