-=-=-=-=-=-=-=-==-=-=-=-==-=-=-=-=-=-==-=-=-=-分词
宣传|1|0.015625
建设|5|0.078125
创作|1|0.015625
的|8|0.125
管理|1|0.015625
等|1|0.015625
职工|1|0.015625
结构性|1|0.015625
积极分子|1|0.015625
null|13|0.203125
干部|3|0.046875
中|1|0.015625
书记|1|0.015625
教师|1|0.015625
教练员|1|0.015625
和|4|0.0625
巡逻|1|0.015625
起|1|0.015625
公务员|1|0.015625
研究|1|0.015625
开发|1|0.015625
科技|1|0.015625
在|1|0.015625
裁判|1|0.015625
锻炼|1|0.015625
基本|1|0.015625
稽查|1|0.015625
民警|1|0.015625
反扒|1|0.015625
派|1|0.015625
派出|1|0.015625
赴|1|0.015625
--------------------------------------------
登山|5|0.078125
分成|1|0.015625
游人|1|0.015625
缓缓|1|0.015625
在|2|0.03125
前头|1|0.015625
游行|3|0.046875
狂欢|1|0.015625
null|6|0.09375
自行车|1|0.015625
拉练|1|0.015625
雄赳赳|1|0.015625
表演|6|0.09375
从|2|0.03125
舞龙|1|0.015625
大|1|0.015625
的|2|0.03125
―――|1|0.015625
终于|1|0.015625
穿梭|1|0.015625
家长|1|0.015625
成|1|0.015625
高呼|1|0.015625
考|1|0.015625
汇集|1|0.015625
演出|1|0.015625
簇拥|1|0.015625
约|1|0.015625
沿着|1|0.015625
--------------------------------------------
的|4|0.0625
null|6|0.09375
中|3|0.046875
兵团|1|0.015625
抗日|2|0.03125
边防|1|0.015625
――|1|0.015625
革命|1|0.015625
壮大|1|0.015625
-=-=-=-=-=-=-=-==-=-=-=-==-=-=-=-=-=-==-=-=-=-三层
Hc12|1|0.015625
Hc05|5|0.078125
Dk19|1|0.015625
Kd01|8|0.125
Hc02|1|0.015625
Di16|1|0.015625
Ae01|6|0.09375
null|15|0.234375
Aj07|1|0.015625
Ea03|1|0.015625
Ae13|2|0.03125
Kc01|4|0.0625
Hb05|1|0.015625
Hj32|1|0.015625
Hg14|1|0.015625
Hd17|1|0.015625
Dk03|1|0.015625
Kb01|1|0.015625
Ae14|1|0.015625
Hg06|1|0.015625
Ed28|1|0.015625
Hc18|1|0.015625
Ae12|1|0.015625
Di10|1|0.015625
Hc04|1|0.015625
Hj63|1|0.015625
--------------------------------------------
null|14|0.21875
Hj30|1|0.015625
Ag10|1|0.015625
Eb23|1|0.015625
Kb01|2|0.03125
Ca11|1|0.015625
Ha02|3|0.046875
Hj48|1|0.015625
Bo21|1|0.015625
Hg06|1|0.015625
Hh01|7|0.109375
Kb02|3|0.046875
Ea03|1|0.015625
Kd01|2|0.03125
Ka13|1|0.015625
Ka11|1|0.015625
Af10|1|0.015625
Ed51|1|0.015625
Fc10|1|0.015625
Hg07|1|0.015625
Ie10|1|0.015625
Id23|1|0.015625
Di24|1|0.015625
--------------------------------------------
Kd01|4|0.0625
null|7|0.109375
Ea03|3|0.046875
Di09|1|0.015625
Di11|2|0.03125
Hb04|1|0.015625
Ee37|1|0.015625
Ih03|1|0.015625
-=-=-=-=-=-=-=-==-=-=-=-==-=-=-=-=-=-==-=-=-=-单层
H|15|0.234375
D|4|0.0625
K|13|0.203125
A|11|0.171875
null|15|0.234375
E|2|0.03125
--------------------------------------------
null|14|0.21875
H|14|0.21875
A|2|0.03125
E|3|0.046875
K|9|0.140625
C|1|0.015625
B|1|0.015625
F|1|0.015625
I|2|0.03125
D|1|0.015625
--------------------------------------------
K|4|0.0625
null|7|0.109375
E|4|0.0625
D|3|0.046875
H|1|0.015625
I|1|0.015625
